name,description,image,category,sub_category,sub_category_id
Garnier Color Naturals Crème Hair Color - 3.61 Luscious Blackberry,غارنييه صبغة شعر كولور ناتشرالز كريم - 3.61 أحمر توتي جذاب,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 4.1 Deep Ashy Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 4.1 بني رمادي,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 4.62 Sweet Cherry,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.66 كرز,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 5.1 Light Ash Brown,غارنييه صبغة شعر كولور ناتشرالز كريم -5.1 بني فاتح رمادي عميق,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 7.11 Deep Ashy Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 7.11 أشقر رمادي عميق,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 8.11 Deep Light Ash Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 8.11 أشقر فاتح رمادي عميق,,Hair Care,Hair Dye,5
Garnier Color Naturals Crème Hair Color - 9.3 Light Golden Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 9.3 أشقر فاتح ذهبي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 1 Black,غارنييه صبغة شعر كولور ناتشرالز كريم - 1 أسود,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 1+ Ultra Black,غارنييه صبغة شعر كولور ناتشرالز كريم - 1+ أسود غامق,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 2.1 Blue Black,غارنييه صبغة شعر كولور ناتشرالز كريم - 2.1 أسود مزرق,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 3 Dark Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 3 بني غامق,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 3.6 Deep Red Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 3.6 بني أحمر غامق,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 4 Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 4 بني,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 4.6 Burgundy,غارنييه صبغة شعر كولور ناتشرالز كريم - 4.6 أحمر برغندي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 4.7 Dark Shiny Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 4.7 بني غامق لامع,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 5 Light Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 5 بني فاتح,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 5.3 Light Golden Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 5.3 بني فاتح ذهبي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 5.52 Mahogany,غارنييه صبغة شعر كولور ناتشرالز كريم - 5.52 ماهوجني,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6 Dark Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 6 أشقر غامق,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6.1 Dark Ash Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.1 أشقر غامق رمادي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6.3 Mocca,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.3 بني قهوة,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6.34 Chocolate,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.34 بني شوكولاته,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6.66 Intense Red,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.66 أحمر حاد,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 6.7 Sparkle Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 6.7 بني شوكولا نقي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 7 Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 7 أشقر,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 7.1 Ash Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 7.1 أشقر رمادي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 7.7 Deer Brown,غارنييه صبغة شعر كولور ناتشرالز كريم - 7.7 بني غزالي,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 8 Light Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 8 أشقر فاتح,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 8.1 Light Ash Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 8.1 أشقر رمادي فاتح,,Hair Care,Hair Dye,5
Garnier Color Naturals Hair Color - 9.1 Light Ash Blonde,غارنييه صبغة شعر كولور ناتشرالز كريم - 9.1 أشقر رمادي فاتح جدًا,,Hair Care,Hair Dye,5
"Glory Henna Black For Women, 1 Sachet",جلوري حنة للسيدات اللون الاسود,,Hair Care,Hair Dye,5
"Glory Henna Blue Black, 1Sachet","جلوري حنة للشعر بلون اسود خليجي,  كيس واحد",,Hair Care,Hair Dye,5
"Glory Henna Brown For Women, 1 Sachet",جلوري حنة للسيدات اللون البني,,Hair Care,Hair Dye,5
"Glory Henna Burgundy For Women, 1 Sachet",جلوري حنة للسيدات اللون بورجندى,,Hair Care,Hair Dye,5
"Glory Henna Chestnut For Women, 1 Sachet",جلوري حنة للسيدات اللون البندقى,,Hair Care,Hair Dye,5
"Glory Henna Light Brown For Women, 1 Sachet",جلوري حنة للسيدات اللون البني الفاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 200 Deep Black,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 200 أسود عميق,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Creme Gloss Hair Color - 300 Darkest Brown,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 300 كستنائي غامق,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 316 Plum,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 316 عنبي,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 360 Dark Red,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 360 أحمر عميق,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 400 Brown,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 400 بني,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 500 Light Brown,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 500 بني فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Creme Gloss Hair Color - 513 Ashy Nude Brown,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 513 بني فاتح رمادي,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 535 Mahogany Golden Light Brown,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 535 شيكولاته,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 550 Mahogany,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 550 ماهوجني,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 600 Dark Blonde,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 600 أشقر داكن,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 630 Light Dark Blonde,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 630 أشقر فاتح ذهبي,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 700 Blonde,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 700 أشقر,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 713 Iced Latte,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 713 لاتيه مثلج,,Hair Care,Hair Dye,5
L'Oreal Paris Casting Crème Gloss Hair Color - 810 Ashy Blonde,لوريال باريس صبغة شعر كاستينج كريم اللامعة - 810 أشقر رمادي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème - 7.7 Honey Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 7.7 بني عسلي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 1 Black,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 1 أسود,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 10 Ultra Light Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 10 أشقر ثلجي فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 3 Dark Chestnut Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 3 بني داكن,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 4 Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 4 بني,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 5 Light Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 5 بني فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 5.3 Light Golden Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 5.3 بني فاتح ذهبي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 6 Dark Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 6 أشقر غامق,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 6.35 Light Amber,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 6.35 عنبر فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 6.66 Red Intense Ruby Red,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 6.66 أحمر ياقوتي غامق,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 6.7 Chocolate Brown,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم -  6.7 بني شوكولاته,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 7 Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 7 أشقر,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 7.1 Ash Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 7.1 أشقر رمادي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 7.31 Beige Blond,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 7.31 أشقر بيج,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Creme Hair Color - 8 Blonde Clar,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 8 أشقر فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Hair Color - 8.1 Light Ash Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 8.1 أشقر رمادي فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Creme Hair Color - 9.1 Light Ash Blonde,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 9.1 أشقر رمادي فاتح جدا,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Intense Hair Color - 1.1 Deep Pure Black,لوريال باريس صبغة شعر إكسيلانس كريم إنتينس - 1.1 أسود عميق نقي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Intense Hair Color - 5.52 Light Mahogany Brown,لوريال باريس صبغة شعر إكسيلانس كريم إنتينس - 5.52 بني ماهوجني فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Intense Hair Color - 6.13 Cool Dark Blonde,لوريال باريس صبغة شعر إكسيلانس كريم إنتينس - 6.13 أشقر داكن,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Intense Hair Color - 6.66 Intense Red,لوريال باريس صبغة شعر إكسيلانس كريم إنتينس - 6.66 أحمر كثيف,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Intense Hair Color - 8.34 Light Golden Blonde,لوريال باريس صبغة شعر إكسيلانس كريم إنتينس - 8.34 أشقر ذهبي فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Crème Reds Hair Color - 5.46 Grape Red,لوريال باريس صبغة الشعر الرائعة إكسيلانس كريم - 5.46 أحمر عنبي,,Hair Care,Hair Dye,5
L'Oreal Paris Excellence Intense Hair Color - 2.16 Intense Violet Black,لوريال باريس صبغة شعر دائمة كولور إنتنسيتي كريم - 2.16 بنفسجي أسود كثيف,,Hair Care,Hair Dye,5
L'Oreal Paris Magic Retouch Hair Spray - Black,لوريال باريس سبراي فوري لإخفاء جذور الشعر - أسود,,Hair Care,Hair Dye,5
L'Oreal Paris Magic Retouch Hair Spray - Blond,لوريال باريس سبراي فوري لإخفاء جذور الشعر - أشقر,,Hair Care,Hair Dye,5
L'Oreal Paris Magic Retouch Hair Spray - Brown,لوريال باريس سبراي فوري لإخفاء جذور الشعر - بني,,Hair Care,Hair Dye,5
L'Oreal Paris Magic Retouch Hair Spray - Dark Blond,لوريال باريس سبراي فوري لإخفاء جذور الشعر - أشقر داكن,,Hair Care,Hair Dye,5
L'Oreal Paris Magic Retouch Hair Spray - Dark Brown,لوريال باريس سبراي فوري لإخفاء جذور الشعر - بني داكن,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 1.0 Noir,لوريال باريس صبغة شعر برودجي بدون أمونيا - 1.0 أسود,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 3.0 Brown Kohl / Brown Black,لوريال باريس صبغة شعر برودجي بدون أمونيا - 3.0 كحل بنى / بني  مسود,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 4.0 Brown / Sepia,لوريال باريس صبغة شعر برودجي بدون أمونيا - 4.0 بني,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 4.15 FrostedBrown,لوريال باريس صبغة شعر برودجي بدون أمونيا -  4.15 سيينا / بني مثلج شكولاته,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 5.30 Light Golden Brown,لوريال باريس صبغة شعر برودجي بدون أمونيا - 5.30 بني ذهبي,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 6.0 Blonde Fonce,لوريال باريس صبغة شعر برودجي بدون أمونيا - 6.0 أشقر غامق,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 6.32 Pearl Brown / Dark Golden Blonde,لوريال باريس صبغة شعر برودجي بدون أمونيا - 6.32 صدف بني / اشقر ذهبي غامق,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 6.60 Intense Red,لوريال باريس صبغة شعر برودجي بدون أمونيا - 6.60 أحمر,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 7.0 Blonde / Almond,لوريال باريس صبغة شعر برودجي بدون أمونيا - 7.0 الاشقر - اللوز,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 7.1 Ash Blonde,لوريال باريس صبغة شعر برودجي بدون أمونيا - 7.1 فضي / اشقر رمادي,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 8.0 Light Blonde / Dune,لوريال باريس صبغة شعر برودجي بدون أمونيا - 8.0 أشقر الفاتح / رمل الصحراء,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 8.1 Light Ash Blonde ,لوريال باريس صبغة شعر برودجي بدون أمونيا - 8.1 ماي / اشقر رمادي فاتح,,Hair Care,Hair Dye,5
L'Oreal Paris Prodigy Ammonia Free Hair Color - 9.1 Very Light Ash Blonde,لوريال باريس صبغة شعر برودجي بدون أمونيا - 9.1 أشقر رمادي فاتح,,Hair Care,Hair Dye,5
"Luna H2O2  Hydrogen Peroxide  20 Vol. , 80Ml","لونا ماء اكسجين تركيز 20,حجم  80 مل",,Hair Care,Hair Dye,5
"Luna H2O2 20 Vol, 100Ml","لونا ماء اوكسجين, 20 حجم, 100 مل",,Hair Care,Hair Dye,5
"Luna H2O2 30 Vol, 100Ml","لونا ماء اوكسجين, 30 حجم, 100 مل",,Hair Care,Hair Dye,5
"Luna H2O2 Hydrogen Peroxide  30 Vol. , 80Ml","لونا ماء اكسجين تركيز 30 , حجم  80 مل",,Hair Care,Hair Dye,5
"Luna H2O2 Hydrogen Peroxide 10 Vol. , 80Ml","لونا ماء اكسجين تركيز  10 , حجم 80  مل",,Hair Care,Hair Dye,5
